timestamp,request_rate,cpu_rate,memory_mb,replicas,run_id,hour,minute,day_of_week,target_replicas_60s
2026-04-24 14:50:00+00:00,0.0,0.0089537993163367,70.49609375,1,run_2026_04_24,14,50,4,1
2026-04-24 14:50:15+00:00,0.0,0.0089766961599401,70.49609375,1,run_2026_04_24,14,50,4,1
2026-04-24 14:50:30+00:00,0.0,0.0098271520925484,70.49609375,1,run_2026_04_24,14,50,4,1
2026-04-24 14:50:45+00:00,0.0,0.0086596307906652,70.49609375,1,run_2026_04_24,14,50,4,1
2026-04-24 14:51:00+00:00,0.0,0.0093759025599883,70.74609375,1,run_2026_04_24,14,51,4,1
2026-04-24 14:51:15+00:00,0.0,0.0095391348765933,70.74609375,1,run_2026_04_24,14,51,4,1
2026-04-24 14:51:30+00:00,0.0,0.0109968614665953,70.74609375,1,run_2026_04_24,14,51,4,1
2026-04-24 14:51:45+00:00,0.0,0.0101520496374791,70.87109375,1,run_2026_04_24,14,51,4,1
2026-04-24 14:52:00+00:00,0.0,0.0093825261620832,70.87109375,1,run_2026_04_24,14,52,4,1
2026-04-24 14:52:15+00:00,0.0,0.009371513504726,70.87109375,1,run_2026_04_24,14,52,4,1
2026-04-24 14:52:30+00:00,0.0,0.0099956177723676,70.99609375,1,run_2026_04_24,14,52,4,1
2026-04-24 14:52:45+00:00,0.0,0.0098731664225771,70.91796875,1,run_2026_04_24,14,52,4,1
2026-04-24 14:53:00+00:00,0.0730549129428954,0.0144589309631072,71.7734375,1,run_2026_04_24,14,53,4,1
2026-04-24 14:53:15+00:00,0.5840916165171354,0.0170917270055201,71.8984375,1,run_2026_04_24,14,53,4,1
2026-04-24 14:53:30+00:00,1.0345156287717694,0.0209652304824718,71.8984375,1,run_2026_04_24,14,53,4,1
2026-04-24 14:53:45+00:00,1.5216507792229483,0.0221704380021208,72.2734375,1,run_2026_04_24,14,53,4,1
2026-04-24 14:54:00+00:00,2.030949513830227,0.0270388037168173,72.6484375,1,run_2026_04_24,14,54,4,1
2026-04-24 14:54:15+00:00,2.815104230408355,0.0345792926202423,73.37109375,1,run_2026_04_24,14,54,4,1
2026-04-24 14:54:30+00:00,3.235417345561193,0.0350627996834411,73.96484375,1,run_2026_04_24,14,54,4,1
2026-04-24 14:54:45+00:00,3.8702723887909074,0.0385756417793454,74.3359375,1,run_2026_04_24,14,54,4,2
2026-04-24 14:55:00+00:00,4.433658468287675,0.0418823447052783,75.57421875,1,run_2026_04_24,14,55,4,3
2026-04-24 14:55:15+00:00,5.905560048028621,0.0477923742311744,76.8046875,1,run_2026_04_24,14,55,4,3
2026-04-24 14:55:30+00:00,7.404302877898854,0.0613568967123032,77.59375,1,run_2026_04_24,14,55,4,3
2026-04-24 14:55:45+00:00,9.708259412576384,0.0760011827321111,74.04296875,2,run_2026_04_24,14,55,4,3
2026-04-24 14:56:00+00:00,11.443201074217027,0.1044985361540569,72.43359375,3,run_2026_04_24,14,56,4,4
2026-04-24 14:56:15+00:00,13.999675553311302,0.1273660150662409,72.57421875,3,run_2026_04_24,14,56,4,4
2026-04-24 14:56:30+00:00,16.154888022039277,0.1485100846033647,73.6640625,3,run_2026_04_24,14,56,4,5
2026-04-24 14:56:45+00:00,18.130012514688364,0.1650813178683715,74.12369791666667,3,run_2026_04_24,14,56,4,5
2026-04-24 14:57:00+00:00,20.52401605830672,0.1863260181675207,72.6630859375,4,run_2026_04_24,14,57,4,5
2026-04-24 14:57:15+00:00,21.67630087494168,0.187382307607991,73.9296875,4,run_2026_04_24,14,57,4,5
2026-04-24 14:57:30+00:00,24.76596303310969,0.2122482090669235,72.6125,5,run_2026_04_24,14,57,4,5
2026-04-24 14:57:45+00:00,26.73531976586666,0.2316246930005489,73.91953125,5,run_2026_04_24,14,57,4,5
2026-04-24 14:58:00+00:00,33.333369168441635,0.2815682150938201,74.6390625,5,run_2026_04_24,14,58,4,5
2026-04-24 14:58:15+00:00,41.70990923765614,0.3410758956335945,75.72578125,5,run_2026_04_24,14,58,4,5
2026-04-24 14:58:30+00:00,50.60417905709412,0.4129192273031321,74.77734375,5,run_2026_04_24,14,58,4,5
2026-04-24 14:58:45+00:00,58.74360357236359,0.4914120833761812,76.43515625,5,run_2026_04_24,14,58,4,5
2026-04-24 14:59:00+00:00,68.05346869954096,0.5750426115477871,77.8453125,5,run_2026_04_24,14,59,4,5
2026-04-24 14:59:15+00:00,77.30681004253078,0.6388665301842951,78.634375,5,run_2026_04_24,14,59,4,5
2026-04-24 14:59:30+00:00,84.20804692662946,0.6974700973571558,78.89921875,5,run_2026_04_24,14,59,4,5
2026-04-24 14:59:45+00:00,89.58539652033639,0.7058547586328563,79.39296875,5,run_2026_04_24,14,59,4,5
2026-04-24 15:00:00+00:00,89.06599760801109,0.7142047816095134,79.99609375,5,run_2026_04_24,15,0,4,5
2026-04-24 15:00:15+00:00,92.63277982931508,0.7399945338481085,79.98046875,5,run_2026_04_24,15,0,4,5
2026-04-24 15:00:30+00:00,89.13410840610301,0.721251575397942,80.46171875,5,run_2026_04_24,15,0,4,5
2026-04-24 15:00:45+00:00,93.43423410833556,0.7505492250255739,78.4546875,5,run_2026_04_24,15,0,4,5
2026-04-24 15:01:00+00:00,88.9371226425252,0.7135418479837413,79.17578125,5,run_2026_04_24,15,1,4,5
2026-04-24 15:01:15+00:00,93.37601876569674,0.7528812517016944,79.8125,5,run_2026_04_24,15,1,4,5
2026-04-24 15:01:30+00:00,89.65414189780529,0.763256180643241,80.20390625,5,run_2026_04_24,15,1,4,5
2026-04-24 15:01:45+00:00,92.98606341988014,0.7807776221607554,78.696875,5,run_2026_04_24,15,1,4,5
2026-04-24 15:02:00+00:00,91.281016933301,0.7628578487406279,79.89609375,5,run_2026_04_24,15,2,4,5
2026-04-24 15:02:15+00:00,91.13923365369716,0.737468200830923,80.271875,5,run_2026_04_24,15,2,4,5
2026-04-24 15:02:30+00:00,87.48628875245667,0.7061843105434403,80.48828125,5,run_2026_04_24,15,2,4,5
2026-04-24 15:02:45+00:00,79.19910486497966,0.6432529974082835,80.53828125,5,run_2026_04_24,15,2,4,5
2026-04-24 15:03:00+00:00,69.82852204656528,0.5697334979111374,80.5453125,5,run_2026_04_24,15,3,4,5
2026-04-24 15:03:15+00:00,58.22146502689393,0.4801219610038452,80.44765625,5,run_2026_04_24,15,3,4,5
2026-04-24 15:03:30+00:00,50.70549761839885,0.4477811707956478,80.49453125,5,run_2026_04_24,15,3,4,5
2026-04-24 15:03:45+00:00,39.52306416409807,0.3476907472611056,80.50234375,5,run_2026_04_24,15,3,4,5
2026-04-24 15:04:00+00:00,32.172807500638875,0.2847243040799164,80.56171875,5,run_2026_04_24,15,4,4,5
2026-04-24 15:04:15+00:00,22.359928245740573,0.1917239126731378,80.55546875,5,run_2026_04_24,15,4,4,5
2026-04-24 15:04:30+00:00,18.28017339546708,0.1657238088192663,80.5640625,5,run_2026_04_24,15,4,4,5
2026-04-24 15:04:45+00:00,14.445749686089329,0.1470104623275953,80.61796875,5,run_2026_04_24,15,4,4,5
2026-04-24 15:05:00+00:00,12.858580344810658,0.1398641612706774,80.61953125,5,run_2026_04_24,15,5,4,5
2026-04-24 15:05:15+00:00,9.562062646015049,0.1126222812635864,80.62578125,5,run_2026_04_24,15,5,4,5
2026-04-24 15:05:30+00:00,7.836835599505562,0.0972734842451638,80.64140625,5,run_2026_04_24,15,5,4,5
2026-04-24 15:05:45+00:00,4.1334247861088045,0.0660550642733525,80.66484375,5,run_2026_04_24,15,5,4,5
2026-04-24 15:06:00+00:00,2.3464856864373127,0.0513026694254016,80.6578125,5,run_2026_04_24,15,6,4,5
2026-04-24 15:06:15+00:00,0.9567995956167747,0.0462315487029137,80.659375,5,run_2026_04_24,15,6,4,5
2026-04-24 15:06:30+00:00,0.1985846331600231,0.0401313898559838,80.64375,5,run_2026_04_24,15,6,4,5
2026-04-24 15:06:45+00:00,0.0,0.0428274898380512,80.6671875,5,run_2026_04_24,15,6,4,5
2026-04-24 15:07:00+00:00,0.0,0.038685337549531,80.6671875,5,run_2026_04_24,15,7,4,5
2026-04-24 15:07:15+00:00,0.0,0.0394491642037882,80.66484375,5,run_2026_04_24,15,7,4,5
2026-04-24 15:07:30+00:00,0.0,0.036682135478244,80.67421875,5,run_2026_04_24,15,7,4,4
2026-04-24 15:07:45+00:00,0.0,0.0388837309317632,80.67421875,5,run_2026_04_24,15,7,4,4
2026-04-24 15:08:00+00:00,0.0,0.0372016138023135,80.67109375,5,run_2026_04_24,15,8,4,4
2026-04-24 15:08:15+00:00,0.0,0.0376361779828153,80.678125,5,run_2026_04_24,15,8,4,3
2026-04-24 15:08:30+00:00,0.0,0.0363263809368598,80.767578125,4,run_2026_04_24,15,8,4,3
2026-04-24 15:08:45+00:00,0.0,0.0339713216678791,80.767578125,4,run_2026_04_24,15,8,4,3
2026-04-24 15:09:00+00:00,0.0,0.0315565725803264,80.873046875,4,run_2026_04_24,15,9,4,2
2026-04-24 15:09:15+00:00,0.0,0.0284446996340807,81.19791666666667,3,run_2026_04_24,15,9,4,2
2026-04-24 15:09:30+00:00,0.0,0.0284420630894545,81.19791666666667,3,run_2026_04_24,15,9,4,1
2026-04-24 15:09:45+00:00,0.0,0.0221950350017752,81.19791666666667,3,run_2026_04_24,15,9,4,1
2026-04-24 15:10:00+00:00,0.0,0.0164929146993802,81.41015625,2,run_2026_04_24,15,10,4,1
2026-04-24 15:10:15+00:00,0.0,0.0099307088090927,81.41015625,2,run_2026_04_24,15,10,4,1
